x,y,z,type
43,-279,0,TCell
106,479,0,TCell
-367,-4,0,TCell
-238,62,0,TCell
-8,406,0,TCell
199,102,0,TCell
-174,-482,0,TCell
29,36,0,TCell
-459,408,0,TCell
-411,-412,0,TCell
51,-246,0,TCell
-308,294,0,TCell
-6,-158,0,TCell
389,-407,0,TCell
-272,287,0,TCell
-159,38,0,TCell
23,366,0,TCell
168,128,0,TCell
43,484,0,TCell
-438,-197,0,TCell
-447,62,0,TCell
69,444,0,TCell
-316,147,0,TCell
11,-136,0,TCell
136,-410,0,TCell
409,-225,0,TCell
-123,312,0,TCell
-387,-204,0,TCell
-172,106,0,TCell
159,461,0,TCell
444,256,0,TCell
-129,282,0,TCell
225,-88,0,TCell
-493,450,0,TCell
371,-304,0,TCell
-140,173,0,TCell
241,-301,0,TCell
-500,-228,0,TCell
89,-35,0,TCell
-296,402,0,TCell
-376,-272,0,TCell
475,-107,0,TCell
422,-219,0,TCell
-388,3,0,TCell
-478,277,0,TCell
-226,-77,0,TCell
-16,366,0,TCell
-494,-257,0,TCell
-339,495,0,TCell
-14,-108,0,TCell
236,20,0,TCell
-6,248,0,TCell
320,-177,0,TCell
199,-97,0,TCell
-102,-62,0,TCell
75,-490,0,TCell
428,30,0,TCell
276,-57,0,TCell
-401,379,0,TCell
-188,214,0,TCell
-181,-398,0,TCell
-190,489,0,TCell
-265,-281,0,TCell
31,-29,0,TCell
-463,344,0,TCell
214,-79,0,TCell
105,341,0,TCell
-276,444,0,TCell
-330,-185,0,TCell
64,-74,0,TCell
339,-168,0,TCell
-405,482,0,TCell
-235,346,0,TCell
220,-288,0,TCell
-131,-401,0,TCell
-394,262,0,TCell
390,406,0,TCell
-57,227,0,TCell
192,-207,0,TCell
147,249,0,TCell
-316,-324,0,TCell
497,-298,0,TCell
397,171,0,TCell
184,102,0,TCell
-373,440,0,TCell
-213,122,0,TCell
232,216,0,TCell
-85,-148,0,TCell
445,-475,0,TCell
-319,413,0,TCell
-387,368,0,TCell
17,77,0,TCell
-142,337,0,TCell
146,210,0,TCell
450,-317,0,TCell
64,-448,0,TCell
-16,-76,0,TCell
-477,-282,0,TCell
89,-3,0,TCell
-112,276,0,TCell
-475,-60,0,TCell
84,-223,0,TCell
-17,113,0,TCell
-151,-362,0,TCell
297,309,0,TCell
-55,-108,0,TCell
-143,-361,0,TCell
101,413,0,TCell
-406,361,0,TCell
-1,458,0,TCell
38,-383,0,TCell
-284,495,0,TCell
361,-324,0,TCell
-249,-276,0,TCell
-300,339,0,TCell
412,-132,0,TCell
-306,-115,0,TCell
-419,223,0,TCell
-122,273,0,TCell
-141,-321,0,TCell
-133,-352,0,TCell
-466,-415,0,TCell
29,52,0,TCell
79,137,0,TCell
371,-285,0,TCell
-311,369,0,TCell
-421,-14,0,TCell
-486,-174,0,TCell
-439,335,0,TCell
402,415,0,TCell
-118,119,0,TCell
-304,-120,0,TCell
-256,412,0,TCell
-224,-210,0,TCell
-307,-249,0,TCell
233,-305,0,TCell
-380,12,0,TCell
229,-94,0,TCell
-342,-94,0,TCell
-410,323,0,TCell
-194,252,0,TCell
329,-438,0,TCell
-488,-362,0,TCell
430,-248,0,TCell
-340,329,0,TCell
-186,453,0,TCell
-438,238,0,TCell
-474,474,0,TCell
